File,input-type,frame_type,compression_ratio,peaq,desirability,i-rate,mean-ref,p-ratio,quantile-25,quantile-50,quantile-75,std-ref
3,vocals,with-pframe,0.67328135795140875,-0.0061115188842539858,-0.0022693034687791915,2,17.167071197411005,0.75085427898853363,3,10,26,18.127213619935159
3,vocals,with-pframe,0.67001179761965146,0.015654630935852953,0.0058411773462307328,5,44.827191485088868,0.75624572860505734,7,27,71,46.497630921887954
3,drums,with-pframe,0.71369480563592191,0.15328302962859164,0.053693479488060795,0.10000000000000001,1.2921491431218157,0.65578251955349687,1,1,1,0.58067414143774931
3,drums,with-pframe,0.6411576143593376,0.13748117586074438,0.053606622140064328,1,9.225502400853637,0.85397524489331,2,7,14,8.7435864857491481
3,drums,with-pframe,0.63310048089316617,0.13431849776977911,0.053039960410504315,2,17.665026362038663,0.86415065684562231,4,12,27,17.440053188788617
3,drums,with-pframe,0.62608153498986507,0.12171493990958071,0.04860187256263316,5,43.445287958115181,0.87022552965297284,9,27,64,45.344378109515631
3,repet-fg,with-pframe,0.7942468582941834,0.1579468987307755,0.049715934372721524,0.10000000000000001,1.2233167352240746,0.70149593742881011,1,1,1,0.53115713662930508
3,repet-fg,with-pframe,0.73532780444132773,0.14161627078839034,0.048147326244512352,1,8.1890117197240464,0.91358493431543775,1,5,13,8.8730937004473596
3,repet-fg,with-pframe,0.7280662019407188,0.13775752205940917,0.047302539828179585,2,16.669568788501028,0.9245197053686689,1,10,26,18.238888604140932
3,repet-fg,with-pframe,0.72133389043491003,0.1282862051799829,0.044461450820866041,5,42.946170785417173,0.93105019363657071,6,26,67,45.568230405353411
3,repet-bg,with-pframe,0.85984497565869544,0.15647532354928506,0.045495213666107398,0.10000000000000001,1.4422935297211994,0.7217708254233427,1,1,2,0.65328836806717716
3,repet-bg,with-pframe,0.83592468627438765,0.15059185610090386,0.045037507138374219,1,9.7558768882785358,0.94001063102741289,3,7,15,8.8656862451164891
3,repet-bg,with-pframe,0.83371556197102414,0.14887874162941506,0.044643145822252671,2,18.602267284049177,0.95117320981091957,4,13,28,17.894591069886147
3,repet-bg,with-pframe,0.83122195395516907,0.14613487762502286,0.043951822052363788,5,45.073959571938168,0.95793150580909714,9,29,69,44.858169934657319
3,sum,with-pframe,0.8315698087136264,0.16725915939999725,0.050284160646336507,0.10000000000000001,1.4422935297211994,0.7217708254233427,1,1,2,0.65328836806717716
3,sum,with-pframe,0.81960966402147239,0.16501819301141873,0.050334384846606545,1,9.7558768882785358,0.94001063102741289,3,7,15,8.8656862451164891
3,sum,with-pframe,0.81850510186979075,0.16404095431824617,0.050103827680338053,2,18.602267284049177,0.95117320981091957,4,13,28,17.894591069886147
3,sum,with-pframe,0.8172582978618631,0.16350184589717154,0.050015352038923988,5,45.073959571938168,0.95793150580909714,9,29,69,44.858169934657319
4,mixture,with-pframe,0.93022927619393103,0.15756450751200068,0.042345610793040708,0.10000000000000001,1.3627298223745714,0.74308208868820191,1,1,2,0.62506652478763913
4,mixture,with-pframe,0.92235202030733299,0.14712253440375322,0.039877002262848397,1,9.6389386877016854,0.96873914553664464,2,7,15,8.9637880435040742
4,mixture,with-pframe,0.92148729864435341,0.13469734789219912,0.036543462967519792,2,18.474075823786464,0.98031723978233187,4,13,28,17.491657427500677
4,mixture,with-pframe,0.92088322605070405,0.13483687477211204,0.036605312964156402,5,44.709980063328253,0.9872640963297441,11,30,68,44.333861069481515
4,vocals,with-pframe,0.87912057343247574,0.098926150073691321,0.028132133709327226,0.10000000000000001,1.3557091148404081,0.70371656825286555,1,1,2,0.61421101027174041
4,vocals,with-pframe,0.86304118323143331,0.090205823692081299,0.02613021992598576,1,8.8744791008965773,0.91686928331596618,2,6,13,8.8934796666814204
4,vocals,with-pframe,0.86113612688826402,0.090088689468042826,0.026154021023824785,2,17.682056401297729,0.92786847284936902,3,11,27,18.268284186025404
4,vocals,with-pframe,0.85962933779983686,0.074745134400558744,0.02173760570802058,5,46.870368075350108,0.93423642468449697,9,31,72,46.886880118042825
4,drums,with-pframe,0.91692701418971267,0.058264425905603101,0.01588578616507752,0.10000000000000001,1.3194923221560639,0.73891397475975451,1,1,1,0.59791174716635864
4,drums,with-pframe,0.89639646159559294,-0.46275866811966271,-0.12906082518887585,1,10.137516528428897,0.96318166029871488,2,7,17,9.3711049517528142
4,drums,with-pframe,0.88967318564500975,-1.0885576499010789,-0.30588694462896471,2,19.99287241625089,0.9746439736019451,5,16,31,18.728587432354043
4,drums,with-pframe,0.88415172240975892,-1.1089889525366958,-0.3135742781550383,5,45.951521585279544,0.98159083014935744,12,34,68,43.230567178683323
4,repet-fg,with-pframe,0.89577271310690521,0.073021594308948057,0.020379498404142993,0.10000000000000001,1.2255744880412693,0.74065068889660757,1,1,1,0.52564319470008181
4,repet-fg,with-pframe,0.85873849468999608,-0.12879137212276204,-0.037494351574764218,1,8.8393135725429008,0.96480259349311104,1,6,14,9.1431922665680148
4,repet-fg,with-pframe,0.85401548832179086,-0.19350368507358251,-0.056645250501789146,2,17.8551944971537,0.97626490679634137,3,12,28,18.23514898488823
4,repet-fg,with-pframe,0.8492456668929772,-0.23354998096373825,-0.06875218504740703,5,44.164978803579842,0.9832117633437536,8,28,68,45.733275470323434
4,repet-bg,with-pframe,0.911511506780042,0.15504202541519208,0.042523331922293947,0.10000000000000001,1.4133208839091191,0.74400833622785689,1,1,2,0.65158235087006178
4,repet-bg,with-pframe,0.90225026652922191,0.14755922648039155,0.040886445799573623,1,9.9250806547974673,0.96897070742155844,3,7,15,8.887045094219916
4,repet-bg,with-pframe,0.90135682258268057,0.13678041194673574,0.037937365236448577,2,19.109352857817665,0.98043302072478866,5,14,29,17.954847909274122
4,repet-bg,with-pframe,0.90061140016835328,0.13629633801687513,0.037834391723055291,5,45.873358348968104,0.987379877272201,11,32,68,43.870202371040968
4,sum,with-pframe,0.89923951534878122,0.1560821223290394,0.04339281127689907,0.10000000000000001,1.4133208839091191,0.74400833622785689,1,1,2,0.65158235087006178
4,sum,with-pframe,0.89460889522337117,0.14936101535265367,0.041739193559929992,1,9.9250806547974673,0.96897070742155844,3,7,15,8.887045094219916
4,sum,with-pframe,0.8941621732501005,0.13871016664326019,0.038782161332959461,2,19.109352857817665,0.98043302072478866,5,14,29,17.954847909274122
4,sum,with-pframe,0.89378946204293686,0.13745829178365954,0.038448174212490367,5,45.873358348968104,0.987379877272201,11,32,68,43.870202371040968
5,mixture,with-pframe,0.88081595285827463,0.16862492333330126,0.04786043065696876,0.10000000000000001,1.3700567888487352,0.71916536719388136,1,1,2,0.61538664231700091
5,mixture,with-pframe,0.86584898008793532,0.16743355638403967,0.048343752846782585,1,9.5591056846111151,0.93658572807603768,2,7,14,8.7034040346968577
5,mixture,with-pframe,0.86475798355063827,0.16700937159165941,0.048282113252638079,2,18.520880670688708,0.94772406623598426,5,13,28,17.501841018217867
5,mixture,with-pframe,0.86362347478771107,0.16469970084227858,0.047676940718512695,5,45.799190850385123,0.95440706913195217,11,29,68,45.227108909876399
5,vocals,with-pframe,0.76512441450674396,0.012793729376236573,0.0041802774600011826,0.10000000000000001,1.3931820673024224,0.67743372688794834,1,1,2,0.63689892577351204
5,vocals,with-pframe,0.71457604443120382,-0.72330284612242846,-0.25305313960607617,1,7.3802390170005046,0.8823048934432316,1,4,10,8.1265143610753245
5,vocals,with-pframe,0.71000639049553749,-1.7485670112155227,-0.61568706796960615,2,14.10146373918829,0.89284918690131432,2,6,20,17.217770315111498
5,vocals,with-pframe,0.70594321886620481,-1.8871038799850721,-0.66829166622490388,5,44.502890650809384,0.89908665627088435,3,20,73,52.405425457161911
5,drums,with-pframe,0.85710737395886127,0.16816205331716505,0.049049296046902391,0.10000000000000001,1.3419074838573093,0.70149253731343286,1,1,2,0.5986505083578193
5,drums,with-pframe,0.84204510941439215,0.16632249263607646,0.049380517378619697,1,10.07306566970091,0.91364075146654788,2,7,15,8.9857988033078531
5,drums,with-pframe,0.8235025920232808,0.1661307148791642,0.050434180926800166,2,19.969558232931728,0.92448206727556248,5,14,29,18.295783661949052
5,drums,with-pframe,0.80795037981821749,0.16552484042751514,0.051217514268870362,5,49.301802520338171,0.9310165589960645,12,33,75,46.457320833831005
5,repet-fg,with-pframe,0.85521430206245053,0.14194351680379969,0.041493552101936934,0.10000000000000001,1.2328781403106432,0.71233385312244746,1,1,1,0.5406204120764575
5,repet-fg,with-pframe,0.81999137297606506,0.12479594661017979,0.038047944991557392,1,9.5545592826835328,0.92752654637261456,1,7,14,9.0254426833902457
5,repet-fg,with-pframe,0.81581499703971827,0.12003286275125058,0.036783113569499239,2,19.023338607594937,0.93859062894482814,4,13,28,18.004838737617824
5,repet-fg,with-pframe,0.81152940541704,0.090506426229113313,0.027881437698059324,5,46.649332285938726,0.94527363184079605,11,29,70,46.32200441087749
5,repet-bg,with-pframe,0.86576652442036639,0.16471567411799048,0.047563537475726551,0.10000000000000001,1.4568271018384631,0.71894260043068237,1,1,2,0.65125478559629935
5,repet-bg,with-pframe,0.85016615868560586,0.16209091068470149,0.047664479769255093,1,9.7991276764472648,0.9363629613128388,3,7,14,8.8661569089999315
5,repet-bg,with-pframe,0.84889284592291891,0.16133937723053959,0.047514647462699171,2,18.918338557993732,0.94750129947278527,5,13,28,17.958422262408547
5,repet-bg,with-pframe,0.84757964695340449,0.15989070964423346,0.047160968948155801,5,47.456809338521403,0.95418430236875329,10,31,72,46.298196491656029
5,sum,with-pframe,0.85100833781267526,0.16775237045031455,0.049280472057854373,0.10000000000000001,1.4568271018384631,0.71894260043068237,1,1,2,0.65125478559629935
5,sum,with-pframe,0.843208154945295,0.16658207061974073,0.049389367750644002,1,9.7991276764472648,0.9363629613128388,3,7,14,8.8661569089999315
5,sum,with-pframe,0.84257149856395153,0.16610524452275088,0.049285207488579508,2,18.918338557993732,0.94750129947278527,5,13,28,17.958422262408547
5,sum,with-pframe,0.84191489907919426,0.16539195432196463,0.049111838531083869,5,47.456809338521403,0.95418430236875329,10,31,72,46.298196491656029
6,mixture,with-pframe,0.89639692097366019,0.097239961943795361,0.027119672008180811,0.10000000000000001,1.3792019084797225,0.73115040038055978,1,1,2,0.62557117046200961
6,mixture,with-pframe,0.87816417715830264,-0.012344242435985198,-0.0035142182854493611,1,9.3550616050616053,0.95235074922698804,2,6,14,8.9189876208580987
6,mixture,with-pframe,0.87655245188208319,-0.025832752318389662,-0.0073677143515265562,2,17.918798848210614,0.96368825814635695,4,12,27,17.58852055997145
6,mixture,with-pframe,0.87514251166807022,-0.028945199958222201,-0.0082687104021066937,5,44.098366013071896,0.9704273368746531,9,28,66,44.385762127995825
6,vocals,with-pframe,0.38816392008754036,-0.021282577031482841,-0.013707209718695072,0.10000000000000001,1.3355167394468705,0.32680567668278759,1,1,2,0.60544600017895678
6,vocals,with-pframe,0.36595424512099828,-0.51154550082974426,-0.34946001286349881,1,8.2133283693224133,0.42590977562832,1,5,12,8.700458363931677
6,vocals,with-pframe,0.36378579129632732,-0.52965545783661216,-0.36398855487814608,2,17.023923444976077,0.43082533893601838,2,10,26,18.307503474412211
6,vocals,with-pframe,0.36138914845464853,-1.342221504642652,-0.92851536244390731,5,41.158260233918128,0.43383810354396257,6,24,63,44.521520000692298
6,drums,with-pframe,0.8725099367141339,0.019088077455849284,0.0054693008791781919,0.10000000000000001,1.3587897874254864,0.70490763497978282,1,1,2,0.61065600063316339
6,drums,with-pframe,0.85743018128444326,-0.24974428164376894,-0.072817672824873114,1,9.5271612401761807,0.91802108935225557,2,7,15,8.9898571963774092
6,drums,with-pframe,0.85542293870287045,-0.54337326467684033,-0.15880251747188065,2,18.419817359392336,0.92896218187584234,4,13,27,17.930474431071357
6,drums,with-pframe,0.85360261444062491,-0.64329583904104481,-0.18840612369217133,5,46.481057716755657,0.93546341076666928,10,29,72,45.880451259923284
6,repet-fg,with-pframe,0.85155572721137385,0.064625290701199045,0.018972713304633116,0.10000000000000001,1.2334690284959842,0.72060572425275504,1,1,1,0.53305096329305668
6,repet-fg,with-pframe,0.80823821973231813,-0.40642785273315596,-0.1257141282145014,1,8.6481418918918926,0.9387140252120828,1,5,13,9.0724940658267332
6,repet-fg,with-pframe,0.80254874820476341,-0.52040487306894478,-0.16211005070814963,2,17.096152241048326,0.94989296757313879,2,11,26,18.018504136843998
6,repet-fg,with-pframe,0.79662450602923851,-0.68124766266147985,-0.21379196142770807,5,43.240842035471573,0.95663204630143506,7,27,68,45.228623532308532
6,repet-bg,with-pframe,0.8810189015149521,0.093590825223865526,0.026557553153210404,0.10000000000000001,1.4319635693375257,0.73122968365971619,1,1,2,0.65169418987423067
6,repet-bg,with-pframe,0.86018540686713441,-0.010382098330412148,-0.0030174013205550069,1,9.6491841491841495,0.95235074922698804,2,7,15,8.9760553101825877
6,repet-bg,with-pframe,0.85823995418565402,-0.027811486043065159,-0.0081013141800926319,2,18.891567256273138,0.96368825814635695,4,13,28,18.185445122014176
6,repet-bg,with-pframe,0.85670171088335401,-0.018633986867885532,-0.0054377114668861335,5,46.59264705882353,0.9704273368746531,10,31,71,45.062161983933727
6,sum,with-pframe,0.86915125300315954,0.094737325537599393,0.027249953679021794,0.10000000000000001,1.4319635693375257,0.73122968365971619,1,1,2,0.65169418987423067
6,sum,with-pframe,0.85873450567925069,-0.01179143599297916,-0.00343279439541452,1,9.6491841491841495,0.95235074922698804,2,7,15,8.9760553101825877
6,sum,with-pframe,0.8577617793385105,-0.027838752651553111,-0.0081137774269395124,2,18.891567256273138,0.96368825814635695,4,13,28,18.185445122014176
6,sum,with-pframe,0.85699265768736044,-0.016687644189922413,-0.0048680826026429721,5,46.59264705882353,0.9704273368746531,10,31,71,45.062161983933727
7,mixture,with-pframe,0.89809941342647159,0.1684962212023362,0.046903555075122866,0.10000000000000001,1.3886089813800657,0.74799279043093558,1,1,2,0.62454498960253146
7,mixture,with-pframe,0.87134175733921082,0.16734379826243151,0.048013249925449475,1,8.7356205852674069,0.97427494674750126,2,6,13,8.4004268023012241
7,mixture,with-pframe,0.86928606134088038,0.16666981580582041,0.047932959936321462,2,17.587834469004488,0.98590856955595607,4,11,26,17.784828400550197
7,mixture,with-pframe,0.86782138794448327,0.16646141068669129,0.047953822353056667,5,40.749958739065853,0.99279043093560548,7,24,61,43.603621627427238
7,vocals,with-pframe,0.52672692867335036,0.12350447539485776,0.058618834860942264,0.10000000000000001,1.3780395136778116,0.43126331312469279,1,1,2,0.62400397348493819
7,vocals,with-pframe,0.50832808940141072,0.087265405070428681,0.04291785506737851,1,8.9343640606767796,0.5616909716532853,2,6,14,8.6162215725444167
7,vocals,with-pframe,0.50622006077626414,0.083284139734986606,0.041130402658912005,2,17.969443643701354,0.56840897919056199,4,12,27,17.625739526824511
7,vocals,with-pframe,0.50445691536453918,0.11782836622413706,0.058393671805941016,5,45.555110220440881,0.57234147140750447,10,30,69,45.013655851067213
7,drums,with-pframe,0.83408812878371297,0.16700498558690002,0.050056157084512949,0.10000000000000001,1.3574190430159498,0.67802719973783387,1,1,2,0.60972805611325664
7,drums,with-pframe,0.81827519343867283,0.16311272080498496,0.049834310667395826,1,9.0640192985711643,0.88300835654596099,2,6,13,8.7731446501109751
7,drums,with-pframe,0.81672826019461975,0.16319066795632109,0.049952559471076116,2,17.180234690135681,0.89365885630018027,3,11,26,17.231601633270895
7,drums,with-pframe,0.81547739838668276,0.15778751176048322,0.048372742173064989,5,42.047697068996904,0.90004915615271175,8,27,63,43.544268439382193
7,repet-fg,with-pframe,0.84803933493073214,0.14115693975357901,0.041612733613679814,0.10000000000000001,1.2629834254143646,0.7414386367360315,1,1,1,0.55444955008791053
