File,compression_ratio mixture 0.1,compression_ratio mixture 1,compression_ratio mixture 2,compression_ratio mixture 5,compression_ratio vocals 0.1,compression_ratio vocals 1,compression_ratio vocals 2,compression_ratio vocals 5,compression_ratio drums 0.1,compression_ratio drums 1,compression_ratio drums 2,compression_ratio drums 5,compression_ratio repet-fg 0.1,compression_ratio repet-fg 1,compression_ratio repet-fg 2,compression_ratio repet-fg 5,compression_ratio repet-bg 0.1,compression_ratio repet-bg 1,compression_ratio repet-bg 2,compression_ratio repet-bg 5,compression_ratio sum 0.1,compression_ratio sum 1,compression_ratio sum 2,compression_ratio sum 5,peaq mixture 0.1,peaq mixture 1,peaq mixture 2,peaq mixture 5,peaq vocals 0.1,peaq vocals 1,peaq vocals 2,peaq vocals 5,peaq drums 0.1,peaq drums 1,peaq drums 2,peaq drums 5,peaq repet-fg 0.1,peaq repet-fg 1,peaq repet-fg 2,peaq repet-fg 5,peaq repet-bg 0.1,peaq repet-bg 1,peaq repet-bg 2,peaq repet-bg 5,peaq sum 0.1,peaq sum 1,peaq sum 2,peaq sum 5,desirability mixture 0.1,desirability mixture 1,desirability mixture 2,desirability mixture 5,desirability vocals 0.1,desirability vocals 1,desirability vocals 2,desirability vocals 5,desirability drums 0.1,desirability drums 1,desirability drums 2,desirability drums 5,desirability repet-fg 0.1,desirability repet-fg 1,desirability repet-fg 2,desirability repet-fg 5,desirability repet-bg 0.1,desirability repet-bg 1,desirability repet-bg 2,desirability repet-bg 5,desirability sum 0.1,desirability sum 1,desirability sum 2,desirability sum 5,p-ratio mixture 0.1,p-ratio mixture 1,p-ratio mixture 2,p-ratio mixture 5,p-ratio vocals 0.1,p-ratio vocals 1,p-ratio vocals 2,p-ratio vocals 5,p-ratio drums 0.1,p-ratio drums 1,p-ratio drums 2,p-ratio drums 5,p-ratio repet-fg 0.1,p-ratio repet-fg 1,p-ratio repet-fg 2,p-ratio repet-fg 5,p-ratio repet-bg 0.1,p-ratio repet-bg 1,p-ratio repet-bg 2,p-ratio repet-bg 5,p-ratio sum 0.1,p-ratio sum 1,p-ratio sum 2,p-ratio sum 5,q-25 mixture 0.1,q-25 mixture 1,q-25 mixture 2,q-25 mixture 5,q-25 vocals 0.1,q-25 vocals 1,q-25 vocals 2,q-25 vocals 5,q-25 drums 0.1,q-25 drums 1,q-25 drums 2,q-25 drums 5,q-25 repet-fg 0.1,q-25 repet-fg 1,q-25 repet-fg 2,q-25 repet-fg 5,q-25 repet-bg 0.1,q-25 repet-bg 1,q-25 repet-bg 2,q-25 repet-bg 5,q-25 sum 0.1,q-25 sum 1,q-25 sum 2,q-25 sum 5,q-50 mixture 0.1,q-50 mixture 1,q-50 mixture 2,q-50 mixture 5,q-50 vocals 0.1,q-50 vocals 1,q-50 vocals 2,q-50 vocals 5,q-50 drums 0.1,q-50 drums 1,q-50 drums 2,q-50 drums 5,q-50 repet-fg 0.1,q-50 repet-fg 1,q-50 repet-fg 2,q-50 repet-fg 5,q-50 repet-bg 0.1,q-50 repet-bg 1,q-50 repet-bg 2,q-50 repet-bg 5,q-50 sum 0.1,q-50 sum 1,q-50 sum 2,q-50 sum 5,q-75 mixture 0.1,q-75 mixture 1,q-75 mixture 2,q-75 mixture 5,q-75 vocals 0.1,q-75 vocals 1,q-75 vocals 2,q-75 vocals 5,q-75 drums 0.1,q-75 drums 1,q-75 drums 2,q-75 drums 5,q-75 repet-fg 0.1,q-75 repet-fg 1,q-75 repet-fg 2,q-75 repet-fg 5,q-75 repet-bg 0.1,q-75 repet-bg 1,q-75 repet-bg 2,q-75 repet-bg 5,q-75 sum 0.1,q-75 sum 1,q-75 sum 2,q-75 sum 5
10,0.9188805839,0.9014332236,0.8997959255,0.8982127162,0.6445414135,0.6251820362,0.6232124779,0.6205446963,0.8716870566,0.8372742858,0.8338943067,0.8304839129,0.838073864,0.7827130814,0.7765493338,0.770188466,0.9026555663,0.8830971781,0.8809771903,0.8793176154,0.8857260782,0.8759468841,0.8748868901,0.8740571027,0.1605084863,0.1512036931,0.1504276132,0.1514320512,0.0399693254,-0.536793687,-0.540409625,-0.050729308,0.1410182222,0.1028783439,0.0710603632,0.0936561275,0.073364361,-0.047037122,-0.075552201,-0.042825605,0.1563623078,0.1482922054,0.1466963951,0.1428042189,0.1593039535,0.1531832095,0.1523368537,0.1490559242,0.0436695717,0.0419342468,0.0417949251,0.0421481595,0.015503009,-0.214654955,-0.21678386,-0.020437411,0.0404440507,0.0307182323,0.0213037679,0.0281932395,0.0218848136,-0.015023744,-0.024323053,-0.013901015,0.0433061939,0.0419807154,0.0416288857,0.0406008638,0.0449642269,0.0437193203,0.0435304425,0.0426333485,0.74968437,0.9764329602,0.9880481441,0.995034088,0.5283225318,0.6879892265,0.6959851864,0.7008669304,0.7309149062,0.9518559044,0.9632185843,0.9700361922,0.7286423702,0.9489941924,0.9603568723,0.9671744803,0.74884269,0.9751704402,0.9867856241,0.9936874001,0.74884269,0.9751704402,0.9867856241,0.9936874001,10,2,2,1.8,10,1,1,1.4,10,2,2,2,10,1,1.5,1.4,10,2,2,1.8,10,2,2,1.8,10,6,6,5.6,10,5,5,6,10,7,6.5,6.2,10,5,5.5,5.8,10,7,6.5,6,10,7,6.5,6,20,14,14,13.2,20,13,14.5,14,20,15,14.5,14.2,10,13,14,13.8,20,15,14.5,13.6,20,15,14.5,13.6
11,0.9023647411,0.8813015979,0.8792751387,0.8771555318,0.3988347424,0.3677611243,0.3646119206,0.3615041527,0.8622562953,0.8302594047,0.8274528751,0.8245874237,0.8271600897,0.7708528979,0.7653358869,0.760990846,0.887125151,0.8650448418,0.8629401518,0.8608091915,0.8651264289,0.8540862743,0.8530339293,0.8519684491,0.1748273838,0.1743834829,0.1743806955,0.1735287914,0.0002249469,-1.225090304,-1.371749723,-0.243780423,0.1742484331,0.169731846,0.1720723354,0.1686697018,0.1667160482,0.1551780299,0.1553059689,0.1299622935,0.1688917368,0.1681668215,0.1677056406,0.1675532968,0.1732772181,0.173908566,0.1740975613,0.1740449796,0.0484358973,0.0494675952,0.0495808103,0.0494578171,0.0001410026,-0.832803023,-0.940554632,-0.168587567,0.0505210672,0.0511080769,0.0519885605,0.0511376044,0.050388084,0.0503267324,0.0507313101,0.0426950909,0.0475952397,0.0486006081,0.0485855364,0.0486615671,0.0500728022,0.0509048591,0.0510230471,0.0510714275,0.7369537548,0.9599490878,0.9713194739,0.9781926177,0.3497666525,0.4557488333,0.4611794654,0.4644039033,0.7217649555,0.9400084854,0.9511243106,0.9578277471,0.7188799321,0.9363597794,0.9475604582,0.9540941875,0.737123462,0.9600339415,0.9714043275,0.9782774714,0.737123462,0.9600339415,0.9714043275,0.9782774714,10,2,1.5,1.6,10,1,0.5,0.6,10,2,1.5,1.4,10,1,1,1.4,10,2,2,1.8,10,2,2,1.8,10,6,5.5,5.2,10,3,2.5,4.2,10,6,5,5,10,5,5,5.2,10,7,6,5.6,10,7,6,5.6,20,14,13,12.4,20,10,9.5,14.6,20,13,12.5,12.6,10,13,13,13,20,14,13.5,13,20,14,13.5,13
12,0.9014522072,0.8819134709,0.8799361659,0.8778813442,0.8004433651,0.7802560251,0.7770140141,0.774314368,0.7616285085,0.7192011063,0.7128142533,0.7077500547,0.8448184262,0.7914297635,0.7849959638,0.7800433791,0.8882874745,0.8675117468,0.8654995886,0.8633317253,0.8837165943,0.8733287305,0.8723226514,0.8712387198,0.1466150163,0.1314866267,0.1282305019,0.1208366495,0.1050118417,0.0572218301,0.060434735,-0.129734913,-0.126893713,-0.740169876,-0.89679954,-1.327326531,0.0407035657,-0.217107488,-0.192845043,-0.248481577,0.1463268372,0.1297027677,0.1250976144,0.1152257656,0.1448258384,0.1314316497,0.1303655358,0.1195205807,0.0406607846,0.0372731087,0.0364317626,0.0344114413,0.0327980236,0.0183343122,0.0194445447,-0.041887029,-0.041652102,-0.25728891,-0.31452778,-0.468854267,0.0120450633,-0.068580782,-0.061415935,-0.079637102,0.0411822865,0.0373778131,0.0361345101,0.0333665966,0.0409706685,0.0376237621,0.037361616,0.034296163,0.7329950985,0.9554561871,0.966979104,0.9737724654,0.6502708745,0.8467624043,0.8569094505,0.8629288847,0.6323845559,0.8241465302,0.8338636168,0.8400550348,0.7244818987,0.9443632299,0.9557141629,0.9624215324,0.7337690257,0.955542179,0.966979104,0.9737724654,0.7337690257,0.955542179,0.966979104,0.9737724654,10,2,2,1.8,10,2,2,1.8,10,2,2,2.2,10,1,1.5,1.2,10,2,2,2,10,2,2,2,10,6,6,5.6,10,6,6.5,6.2,10,6,7,6,10,5,5,5,10,6,6.5,6,10,6,6.5,6,20,13,14,13.2,20,14,15.5,14,10,15,14.5,13.6,10,12,12.5,13,20,14,14.5,13.8,20,14,14.5,13.8
13,0.9290529726,0.9214211459,0.9205744003,0.9197003115,0.5709858032,0.5576782733,0.5559972684,0.5543266423,0.9202395902,0.8998781302,0.8972151912,0.8946205313,0.9071846299,0.866771126,0.8613698038,0.8562086176,0.90736381,0.8985865692,0.8977110579,0.8968368637,0.9020206778,0.8976320574,0.8971943018,0.8967572047,0.1655742108,0.1617444444,0.16064936,0.1594339759,0.0600746672,-0.544721061,-0.359255484,-0.880489268,0.1400633609,0.1225136622,0.1175128548,0.1110049317,0.0771734145,-0.032814621,-0.079342767,-0.064852437,0.1631622948,0.1581366468,0.156423048,0.1556105237,0.1644492749,0.1603812509,0.1591031142,0.1583586395,0.0445545668,0.0438845052,0.0436274786,0.0433385674,0.0263030477,-0.244191449,-0.161536533,-0.39709857,0.0380507866,0.0340361817,0.0327437765,0.0310201163,0.0212672845,-0.009464615,-0.023028079,-0.018935933,0.0449550371,0.043995941,0.0435616356,0.0433776002,0.0455780225,0.0446678707,0.0443335167,0.0441475794,0.7379834925,0.9671467875,0.9790688892,0.9860818903,0.4632896369,0.6033338728,0.6105626585,0.6147704591,0.7362572153,0.9628310946,0.9745913578,0.9814964665,0.7410584237,0.9670928413,0.9787991584,0.9858661056,0.743162324,0.9677941414,0.9793386201,0.9862437288,0.743162324,0.9677941414,0.9793386201,0.9862437288,10,3,2.5,2.2,10,2,1.5,1.6,10,3,3,2.2,10,2,2,1.8,10,3,2.5,2.2,10,3,2.5,2.2,10,7,6,6,10,5,5.5,6.2,10,8,6.5,6.6,10,7,5.5,5.2,10,8,6.5,6.4,10,8,6.5,6.4,20,14,13.5,13.4,20,13,14,14.6,10,16,15,14.2,10,13,13,12.6,20,15,14,13.8,20,15,14,13.8
14,0.9161997687,0.8979170254,0.8955888808,0.8939759971,0.7314581429,0.666929701,0.6580635696,0.6487765752,0.6696184467,0.6059491909,0.5983599561,0.5925023098,0.84863071,0.7968360708,0.7895038885,0.7833102552,0.8906874216,0.8687210664,0.8661071327,0.8638514964,0.8629914615,0.8520082839,0.850701317,0.8495734988,0.1420393196,0.119269728,0.0995783755,0.0930940836,-0.980374773,-2.071888043,-2.208496719,-2.272074435,-0.702183797,-1.318640983,-1.380498405,-1.478544695,0.0714020818,-0.121031108,-0.404861571,-0.3526106,0.1323244339,0.0983912321,0.0816469654,0.0652821508,0.1401184944,0.1154984176,0.1051618159,0.095948747,0.0387577373,0.0332073356,0.0277968992,0.0260337201,-0.335075487,-0.776651587,-0.839013441,-0.875522685,-0.262158174,-0.544039419,-0.576784255,-0.623856089,0.0210344974,-0.037972399,-0.128201259,-0.112538613,0.0371410976,0.0283149667,0.0235672246,0.0188927585,0.0405909272,0.0338900512,0.0309044473,0.0282343868,0.7418994413,0.9663563004,0.9779019243,0.9847299814,0.6543761639,0.8522656735,0.8624456859,0.8686530106,0.5990068281,0.7801365611,0.7894475481,0.7950341403,0.7243947858,0.9433891993,0.9546865301,0.9615145872,0.7412787089,0.965238982,0.9767846058,0.9836126629,0.7412787089,0.965238982,0.9767846058,0.9836126629,10,2,2,1.8,10,1,1.5,2,10,3,3,2.6,10,1,1.5,1.2,10,2,2.5,2,10,2,2.5,2,10,7,6.5,6,10,6,6.5,6.6,10,9,8,6.8,10,6,5.5,5.2,10,8,7,6.4,10,8,7,6.4,20,15,15,13.4,20,15,14.5,15.2,10,18,16,14.6,10,14,14.5,13.4,20,17,15.5,14.2,20,17,15.5,14.2
15,0.9243713204,0.9125722836,0.9112693341,0.9098982971,0.2357670689,0.2297184601,0.2283005235,0.2271262502,0.9060990794,0.8920798149,0.8897387673,0.8877867239,0.8883296393,0.850600528,0.8451093568,0.8409426802,0.9124889596,0.8995779044,0.8982660274,0.8969623637,0.8987170483,0.8922615207,0.8916055822,0.8909537504,0.1644810755,0.1591571993,0.1613188985,0.1630106896,0.101862025,0.0908032133,0.0955443274,0.1032631742,0.1452032215,0.1190422581,0.1197387981,0.1042529832,0.1122399159,0.0439570909,0.0067439441,-0.012678037,0.1587419076,0.157431588,0.1576052477,0.1558442665,0.1537038954,0.1534705731,0.1539946759,0.1525989534,0.0444845788,0.0436012583,0.0442566463,0.0447881621,0.1080112942,0.0988201092,0.1046256114,0.1136627472,0.0400627329,0.0333608765,0.0336443691,0.029357553,0.0315873497,0.0129194285,0.0019949916,-0.003768996,0.0434914598,0.0437515159,0.043863745,0.0434366794,0.0427564759,0.0430004459,0.0431790354,0.0428189884,0.7429616088,0.9679463742,0.9795246801,0.9863497867,0.1851310177,0.240706886,0.2438756856,0.2455819622,0.7255332115,0.9449116392,0.9561243144,0.9627056673,0.7393053016,0.9625837904,0.9741620963,0.980865326,0.7435709933,0.9680682511,0.979646557,0.9864716636,0.7435709933,0.9680682511,0.979646557,0.9864716636,10,2,2,1.6,10,1,1.5,1.2,10,2,2,2,10,1,1,1.2,10,2,2,2,10,2,2,2,10,6,6,5.8,10,5,5.5,4.8,10,6,6,6.4,10,5,5.5,5.6,10,6,6.5,6,10,6,6.5,6,20,14,14,12.6,20,13,14,12.8,20,14,14.5,13,10,13,13.5,12.85,20,14,14.5,12.8,20,14,14.5,12.8
16,0.8778247106,0.8346305381,0.8297627924,0.8252863124,0.4791318736,0.4555921545,0.4527542115,0.448723425,0.5618249863,0.5278120418,0.5239291302,0.5199867262,0.7670082556,0.6859406258,0.6778146383,0.6698918808,0.8505487422,0.801213516,0.7956412065,0.7902342487,0.8088639924,0.7841963793,0.7814102246,0.7787067457,0.1611422107,0.1561646459,0.1520603511,0.1517649674,0.1040826045,0.0294141282,0.0103633672,-0.019407724,0.0980532026,0.0200742222,-0.219645576,-0.253550822,0.1328584056,0.0219287511,-0.020437974,-0.02659952,0.1311882671,0.1026279508,0.0935519941,0.0837901818,0.1559599702,0.1502046371,0.1477825212,0.1465386189,0.0458924797,0.0467765792,0.045814404,0.0459734292,0.0543079109,0.0161406029,0.0057224024,-0.010812743,0.0436315601,0.0095082248,-0.104806912,-0.121902546,0.043304099,0.0079922191,-0.007538187,-0.009926796,0.038559891,0.0320226596,0.0293951574,0.0265080202,0.0482033975,0.0478848924,0.0472807101,0.0470455084,0.7409246951,0.9649404718,0.9764078592,0.9833467241,0.4031115331,0.5250894748,0.5312979329,0.5351690892,0.4719158571,0.6147103937,0.6220875027,0.6263969031,0.7217149953,0.9400335987,0.9512088233,0.9580016069,0.7409246951,0.9648674312,0.9763348185,0.9832736834,0.7409246951,0.9648674312,0.9763348185,0.9832736834,10,2,2,1.8,10,2,1.5,1.8,10,2,2,1.6,10,1,1,1.2,10,3,2.5,2.2,10,3,2.5,2.2,10,6,6,6,10,6,5.5,7.4,10,6,5,5.6,10,5,4.5,5.4,10,7,7,6.8,10,7,7,6.8,20,14,14,14.2,20,14,13.5,16.6,10,14,13,14.4,10,13,12.5,14.2,20,15,14.5,15.35,20,15,14.5,15.35
17,0.9160351502,0.9046879123,0.9034129398,0.9021168773,0.1348055167,0.1240409481,0.1232026195,0.1224526626,0.8493605136,0.8012745025,0.7944132513,0.7893897554,0.8620825005,0.8215704461,0.8161641776,0.8116209384,0.8985115712,0.8855590841,0.8844160389,0.8832254265,0.8851160215,0.8786397779,0.8780682554,0.8774729492,0.1801488258,0.1790236856,0.1786742853,0.1785510362,0.0645972458,-0.55256269,-0.612113485,-0.644026953,0.1765809022,0.1707979176,0.1708880224,0.1733383122,0.1795725751,0.1783807443,0.1779543104,0.1775157962,0.1718980882,0.1712463593,0.1709797182,0.1710785185,0.1804572557,0.1802174556,0.1801403834,0.1800663139,0.0491653693,0.0494711168,0.0494442456,0.0494811262,0.119797111,-1.113669919,-1.242086994,-1.314848814,0.0519746619,0.0532894523,0.0537780626,0.0548963015,0.0520752292,0.0542804166,0.0545093485,0.0546794038,0.0478285683,0.0483441372,0.0483312465,0.0484243641,0.0509699439,0.0512774006,0.0512888327,0.0513025257,0.7340531659,0.9625022006,0.974179919,0.9812217593,0.1189484185,0.1549791679,0.156856992,0.157913268,0.7175635233,0.9387946717,0.9500616161,0.9567513644,0.7218473094,0.9424916378,0.9538172642,0.9606830585,0.7385129981,0.9618566986,0.973299689,0.9801654832,0.7385129981,0.9618566986,0.973299689,0.9801654832,10,2,2,1.6,10,2,1,0.6,10,2,2,2.2,10,1,1.5,1.2,10,2,2,1.8,10,2,2,1.8,10,6,5.5,5,10,4,3,2.8,10,7,7.5,7.2,10,5,5.5,4.8,10,7,6,5.6,10,7,6,5.6,20,13,13,11.8,20,10,9,10.7,10,15,15.5,11.8,10,13,13.5,11.6,20,14,13.5,12.4,20,14,13.5,12.4
18,0.9034388926,0.8879315384,0.8864150054,0.8849958665,0.5289324611,0.5150375071,0.5135504213,0.5116929547,0.8982081898,0.8830653271,0.8815222916,0.8799103277,0.872420367,0.8421193726,0.838244988,0.8346433721,0.8893379169,0.8726420939,0.870913977,0.8695091254,0.8794940309,0.8711461194,0.870282061,0.8695796352,0.1497804237,0.1283361391,0.126738523,0.1321957142,-0.005593536,-0.502020963,-0.475378921,-0.158795567,0.1308310351,0.1007211229,0.0836386443,0.0987313035,0.0875396804,-0.031566808,-0.057356271,-0.037882208,0.1471492839,0.1278305941,0.1257793965,0.1288509969,0.1485658929,0.1289095378,0.1274045824,0.1308077597,0.0414473035,0.0361334556,0.0357446913,0.0373435965,-0.002643786,-0.243681749,-0.231417842,-0.077583425,0.0364144517,0.0285146296,0.0237199459,0.0280515242,0.0250852925,-0.009371239,-0.017106059,-0.011346825,0.0413648404,0.0366217133,0.0361055741,0.0370470514,0.0422305006,0.0369942352,0.0365986466,0.0376066074,0.7392518146,0.9629257398,0.974427694,0.9813512004,0.4272473479,0.5566722501,0.5633724176,0.5673925181,0.7310999442,0.9522054718,0.9634840871,0.9704075935,0.7226130653,0.9411501954,0.9524288107,0.9591289782,0.7393634841,0.9629257398,0.974427694,0.9813512004,0.7393634841,0.9629257398,0.974427694,0.9813512004,10,2,2,2,10,2,2,2,10,3,2.5,2,10,1,1.5,1.8,10,3,2.5,2,10,3,2.5,2,10,7,6,6,10,6,6,6.4,10,7,6.5,6.2,10,6,5.5,6.2,10,7,6.5,6,10,7,6.5,6,20,14,13.5,13.8,20,15,14,14,20,15,14,14,10,14,13.5,14.8,20,14.5,14,14,20,14.5,14,14
19,0.8251894024,0.7919523157,0.7891376104,0.7860888288,0.5955072609,0.5534799525,0.5488985089,0.5438300726,0.7831228515,0.7345261513,0.7306303021,0.7260573135,0.7701796368,0.7214868982,0.7160238315,0.710384863,0.8028348872,0.7668817987,0.7635593308,0.7602759214,0.7733253758,0.7553488316,0.7536875976,0.7520458929,0.1459380663,0.1262607464,0.1191651286,0.1139939628,0.0673279189,-0.079879425,-0.567826027,-0.541183516,0.1318371873,0.0936359369,0.0776130811,0.0615158908,0.0713504543,-0.088309981,-0.120506508,-0.172451844,0.1346552392,0.1075358451,0.0996145588,0.087923714,0.1415455652,0.1233913481,0.1185540394,0.1112382255,0.044213506,0.0398574333,0.0377516947,0.0362535246,0.0282649446,-0.036080541,-0.258620682,-0.248783372,0.0420870069,0.0318695041,0.0265568923,0.0211814858,0.0231603288,-0.030599995,-0.042074894,-0.060689583,0.0419311746,0.0350561994,0.0326151992,0.0289117778,0.0457587355,0.0408391934,0.0393246618,0.0369785363,0.6978451115,0.9088171638,0.9196386563,0.9261315517,0.5203726357,0.6776136257,0.6855180201,0.6907876164,0.6860826197,0.8934788746,0.9041121671,0.9105109626,0.6679213325,0.869953891,0.8803048838,0.8865154794,0.6968100122,0.9074056648,0.9182271572,0.9247200527,0.6968100122,0.9074056648,0.9182271572,0.9247200527,10,2,2,2,10,2,1,0.8,10,2,2,1.8,10,1,1,1.6,10,3,2.5,2,10,3,2.5,2,10,7,6,6,10,4,4,4.8,10,7,6,5.6,10,5,5,6,10,7,6.5,6.2,10,7,6.5,6.2,20,14,14,13.4,20,13,12,13.4,20,13.5,13.5,14,10,13,14,14.2,20,15,14.5,14.2,20,15,14.5,14.2
20,0.8746692407,0.8265938121,0.8220157652,0.8169970149,0.5209067916,0.4746044706,0.4696753077,0.464209826,0.5139201785,0.4549401248,0.4483980174,0.4433445821,0.7668357575,0.6888359979,0.6808910035,0.6729013081,0.8459547107,0.7936010656,0.7882614328,0.7826188165,0.8054403305,0.7792635079,0.7765936916,0.7737723834,0.1487591141,0.1297517714,0.1319087945,0.1302815485,0.0155958723,-0.463831716,-0.851120546,-0.417042635,-0.102984045,-0.489703402,-0.41968141,-0.551496971,0.10428927,0.0305171291,-0.006889351,0.0431659805,0.1262706024,0.0965458162,0.0858070308,0.0667751926,0.1446525506,0.1329605906,0.1280143157,0.1211588428,0.0425186765,0.0392429055,0.0401174771,0.0398659806,0.007484963,-0.244325404,-0.453036668,-0.22459813,-0.050097296,-0.269103215,-0.233989332,-0.310986642,0.0339998719,0.011075615,-0.002529535,0.0160372628,0.0373160055,0.0304138378,0.027214014,0.0213306885,0.0448985931,0.0426558504,0.0412101969,0.039145505,0.7497863451,0.9764504795,0.9880353243,0.9950621973,0.4687114234,0.6105782927,0.6177001234,0.6221631374,0.459215649,0.5977589972,0.6049757858,0.608964011,0.7211091064,0.939227044,0.9503371,0.9571740575,0.7497863451,0.9764504795,0.9880353243,0.9950621973,0.7497863451,0.9764504795,0.9880353243,0.9950621973,10,2,1.5,1.6,10,1,1.5,1.4,10,3,2,1.8,10,1,1.5,1.4,10,2,1.5,1.8,10,2,1.5,1.8,10,6,5.5,5.6,10,5,5.5,5.6,10,7,6.5,6.2,10,5,5.5,5,10,6,6.5,6.2,10,6,6.5,6.2,20,14,13.5,14,20,14,13.5,14.2,20,15,15,13.6,10,13,13,12.8,20,15,14.5,14.6,20,15,14.5,14.6
21,0.9194922435,0.9002833982,0.8976533051,0.8950282757,0.7254027243,0.6593058646,0.6516752776,0.642678026,0.8173983171,0.7184260695,0.7036136988,0.6920082622,0.8356650164,0.756879309,0.7470127657,0.7372647528,0.9048903754,0.880101715,0.8767470055,0.8734390055,0.8695059567,0.8571116265,0.8554342718,0.8537802717,0.1460814769,0.1286837923,0.1225358797,0.1001931933,-0.065993807,-0.853277256,-1.185148484,-1.348070429,-0.264668344,-1.043053167,-1.096159366,-1.103760088,0.015605192,-0.145754448,-0.178698866,-0.601178245,0.1319576983,0.1045699524,0.0943740565,0.0519291062,0.1410801719,0.1243370799,0.1176202992,0.0925151124,0.0397179742,0.0357342456,0.0341267277,0.0279860413,-0.022743852,-0.323551368,-0.454654536,-0.524395722,-0.0809484,-0.362964685,-0.389474852,-0.398752496,0.004668495,-0.048143226,-0.059804489,-0.203854261,0.0364568189,0.0297039395,0.0269102877,0.0148634037,0.0405633138,0.036266303,0.0343744409,0.0270898484,0.7386519945,0.9622262194,0.9737593905,0.9806369696,0.6591895038,0.8584276796,0.8686911438,0.8749338694,0.7372764787,0.9602158502,0.9716432124,0.9785207915,0.7385461856,0.9619087927,0.9733361549,0.980213734,0.7387578034,0.9620146016,0.9735477727,0.9804253518,0.7387578034,0.9620146016,0.9735477727,0.9804253518,10,2,2,2.2,10,2,1.5,1.8,10,2,3,2.4,10,1,1.5,1.8,10,3,2.5,2.6,10,3,2.5,2.6,10,7,6.5,6.4,10,6,5.5,6.6,10,9,6.5,7.4,10,6,6,6.2,10,8,7,6.8,10,8,7,6.8,10,14,14.5,15,20,14,14,16.6,10,13,15,14.8,10,14,14.5,15.2,20,15,15,15.4,20,15,15,15.4
22,0.7920399617,0.7470399955,0.7435208267,0.7397452445,0.5334879581,0.5017554042,0.4974751778,0.4930730149,0.5292305892,0.5145426308,0.5129012473,0.5114025233,0.7162039545,0.6526105957,0.6466904978,0.6414026727,0.7710170014,0.7227332899,0.7187725351,0.7145635494,0.7686906927,0.744548837,0.7425684596,0.7404639668,0.1733503357,0.1726621857,0.1722826612,0.1716908623,-0.143181699,-0.917601254,-1.200872086,-1.651990645,0.1727532538,0.1706806288,0.1697001703,0.169990718,0.1725713446,0.1707510869,0.1699384629,0.1671633692,0.1592322499,0.1549177989,0.1527481035,0.1523764287,0.1729145015,0.1719947043,0.1717239232,0.1717084403,0.0547164108,0.057782109,0.0579279877,0.0580236451,-0.067096969,-0.457195501,-0.603483419,-0.8375994,0.0816058526,0.0829283225,0.0827158109,0.0831002538,0.0602381987,0.0654107856,0.0656954384,0.0651553916,0.0516305897,0.0535874717,0.0531281094,0.0533110137,0.0562366967,0.0577513172,0.0578141722,0.05797326,0.6873690921,0.89563792,0.9062926874,0.9127584009,0.4583371278,0.5967580366,0.6039522812,0.6083234678,0.4292869502,0.5596029506,0.5663418632,0.5701666515,0.6504872052,0.8471906019,0.8572079046,0.8632182861,0.6874601585,0.8952736545,0.9059284218,0.9123941353,0.6874601585,0.8952736545,0.9059284218,0.9123941353,10,2,1.5,1.2,10,2,1.5,1.4,10,2,1.5,1.6,10,1,1,1.2,10,2,2,1.4,10,2,2,1.4,10,6,5.5,4.8,10,5,5.5,6.2,10,6,6,5.8,10,5,5,4.8,10,6,6,5.4,10,6,6,5.4,20,13,13.5,12.4,20,13,14.5,15.4,20,15,13.5,13.2,10,13,13,12.2,20,14,14,13.2,20,14,14,13.2
23,0.8891915713,0.8789068215,0.877893599,0.8768927483,0.5263834279,0.5035737313,0.501485879,0.4990918023,0.8467325833,0.8307917584,0.8291510966,0.827683098,0.8500728762,0.8128405629,0.8077915182,0.8029647142,0.8736345428,0.86096276,0.8598284385,0.8588732822,0.8505778619,0.8442419705,0.8436748098,0.8431972316,0.1704416845,0.1691183982,0.1687363008,0.1655750169,0.0567831947,-0.171920788,-0.170187683,-0.759533265,0.1643059604,0.1576947369,0.1565021494,0.1537780291,0.1358402697,0.0976152377,0.0973535247,-0.005400868,0.1661423196,0.1644471388,0.1643215685,0.1621491856,0.169753842,0.1688780582,0.168653001,0.166455531,0.047920406,0.0481047575,0.0480514669,0.0472050365,0.0269685517,-0.085350356,-0.084841712,-0.380457694,0.0485117626,0.0474531479,0.0471874638,0.0464483416,0.0399495953,0.0300228736,0.030129533,-0.00168154,0.0475434268,0.0477509442,0.0477774289,0.0471982273,0.049893681,0.0500087843,0.0499757131,0.0493524898,0.7149329635,0.9322237633,0.9433194637,0.949976884,0.4329172446,0.5637540453,0.5703190014,0.5743874249,0.6858992141,0.8937586685,0.9044845123,0.91086454,0.710309755,0.9252889505,0.9364771151,0.9431345354,0.7154877485,0.9318539066,0.942949607,0.9496070273,0.7154877485,0.9318539066,0.942949607,0.9496070273,10,2,2,1.8,10,2,1,1,10,2,2,2,10,1,1,1.6,10,2,2,2,10,2,2,2,10,6,5.5,5.6,10,4,4,4.6,10,7,6,6,10,5,5,5.2,10,7,6.5,5.8,10,7,6.5,5.8,20,14,12.5,13.4,20,12,12.5,13.2,20,14,13.5,13.8,10,13,11.5,13.2,20,14,13.5,13.6,20,14,13.5,13.6
